PassengerId,Survived,is_Capt.,is_Col.,is_Don.,is_Dr.,is_Jonkheer.,is_Lady.,is_Major.,is_Master.,is_Miss.,is_Mlle.,is_Mme.,is_Mr.,is_Mrs.,is_Ms.,is_Rev.,is_Sir.,is_Cts.,is_Male,from_C,from_N,from_Q,from_S,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
237,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.1998498885721005,0.13501647457262442,-0.3384243267017829,-0.8067839061652297,0.27560280491459405,1.4165658406573085
238,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.40031173073746185,0.9136117346848719,-0.3299720588384797,2.336041110278049,0.15599575476620864,-1.3298486072406723
239,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5924652058921943,-0.1552108623136626,-0.45615745585333156,0.02004400288948954,0.24972802404021927,-0.7906322621213457
240,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5735344009049385,-0.22539350363337096,-0.44595594466572236,0.02624328350097721,0.23764731473587675,0.33640796872722045
241,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.3466576502654843,0.3101750638721114,-0.4342043584274891,-0.7893833563192534,0.11834036394525163,0.14324392018728785
242,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.36722578692130453,0.32465828057367774,-0.3278603204739652,-0.7856235192005142,0.1377462680921152,0.14677074103511345
243,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.589246143486039,-0.2005727196331787,-0.45327870655866637,0.02638086526423019,0.2125269971124718,0.014715385830686763
244,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-2.4929068095980447,1.0674395447054654,5.932292101819951,0.3711425069340338,-0.04915700003553621,-0.4346540031526376
245,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6691801340676203,-0.12259524306728976,-0.4973035079794257,0.041991141690662995,0.1839778372748443,-0.027747835864603703
246,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1.5073618799628614,-0.7464238177749694,0.6075279182399093,-1.8600291039901036,-0.8597085314771254,0.7624478557823394
247,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6930748887747826,-0.08503115186161578,-0.40229187660019355,0.04290470770569453,0.21114212121333037,-0.42707156889984854
248,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.29452589370627535,0.8950171526582551,-0.31161514372118043,2.366706041892309,-0.1705320168161576,-0.03632200127356762
249,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.2363307080764765,-0.3282623497764767,0.3299199932075242,0.20477712259839392,-1.3080432921037506,0.34488471188234
250,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,-0.21491939394053003,0.10124227915033347,-0.2709221280845587,-0.797090708500923,0.23578316069859692,2.2242980628400053
251,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6974028399776695,-0.1033751157282106,-0.3972014289006058,0.04696180441595389,0.18160430072452943,-0.0482919063351703
252,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.32583829463691766,0.5363600400022257,-0.12679442626869533,0.35080604607577714,-0.9828269094969975,-0.053907707376889075
253,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.4755024181711284,-1.510235086381435,0.2958519814576036,-0.11354318112748348,-1.8963963139048066,1.8332066149848414
254,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.33772177478059634,0.3054936045094526,-0.41237040544809855,-0.7908382013392453,0.15366081409650773,0.16765275673283248
255,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.2778657201788663,0.876060254354196,-0.26709615201376324,2.381660859852584,-0.05819899444455559,1.2094545830304448
256,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.26550594485349754,0.928986030744023,-0.40041087769305733,2.3756864945143685,-0.12092306864450923,0.24013211219521655
257,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.003249635798760579,-0.5198832380024784,-0.11187743093852288,-0.08304696395839707,1.7063353377067154,0.18012146751110714
258,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.085308307550096,-1.7544768519194414,0.646213085102355,-0.24296687117840687,-0.8112179527632968,-0.9172348465564713
259,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3.3909742000939884,-2.0882779536070095,1.8679862731473087,-0.707242097757761,11.428307128303638,0.5155123351447677
260,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.04463282647194276,0.19906019422758148,-0.27736052134116884,1.1937791134501947,0.23572378964878865,1.8802640110207822
261,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.6952394342107705,-0.10405202167826016,-0.3887502809313272,0.04655767583562752,0.19260010252887835,-0.048169976526704704
262,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1.4233746124539812,2.8335392195887725,-0.12739492478465012,-0.9425428339051186,-0.582046926604087,-1.067002219025368
263,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.2960790324118299,-0.31381308992836393,0.3915441845752394,0.19831086657828895,-0.37297787901682533,1.7085554694084109
264,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.41089867237744676,-1.4905249801631524,0.25897721710807714,-0.11104294149910239,-2.794128702842078,-0.09342720658274478
265,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6950965615510355,-0.10414254599354673,-0.389255127685855,0.04653145570971645,0.1926205595062323,-0.048188605129385366
266,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5880230599127464,-0.23167324552214882,-0.4476231131598163,0.031005743238471568,0.1863387622316484,0.5785930709501268
267,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.837727878533813,2.3456358217500917,0.6562942577071446,-2.07919453541673,-0.230514203761553,-0.16836083572926439
268,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.4270180024750045,0.3721806604305549,-0.3719573702830238,-0.7777961001302321,-0.0182164789363166,-0.2303146738026665
269,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.9106490265416514,-1.4119367833494945,0.8759086088935419,0.8715228045585874,0.7295812948251124,1.6582467221448334
270,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.3303483988539353,-1.7835258587731968,0.7482624860468695,-0.29067853336594474,0.6590272237513415,-0.3656842788270653
271,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.38121196159541304,-0.3431731398009902,-0.30498500150650787,-0.011805930776052378,0.6211527742510394,0.19130355148224082
272,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7265016774445402,-0.07464096338437001,-0.5344640100815194,0.04914960226387246,0.04018806886472072,-0.42899550233430733
273,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.09892501264731979,0.26343002582177644,-0.30758809468216575,1.1976002798751961,0.1229273071790102,1.1569002223347322
274,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.9385746521148248,-0.8767928809219386,0.29677105929734743,1.03712780431387,-1.9755750494335942,-0.007121827612222892
275,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6941287806318374,-0.10475573332568097,-0.39267482363788325,0.04635384763828576,0.19275912956144306,-0.04831479026696914
276,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0041559725892184,-1.072710319595094,0.43373272794123097,-0.9879809991513013,-0.5893096779351752,2.258756232758621
277,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6891035355691489,-0.17422660813788843,-0.3886227151113795,0.056031491633314216,0.13585256497300877,1.183925159238482
278,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6889872243245757,-0.15497581763240464,-0.4378511399188397,0.04531883000288292,-0.028794075063493723,0.07556868787091187
279,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.9676243261458087,2.2876661032042014,-0.15554890561666596,-2.1091181678966557,-0.40376201260512085,-0.9190228170310358
280,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.13585166086616207,0.8037031311492211,-0.3736061689986878,0.3786742802806982,-0.015628076943855058,0.7440652257815368
281,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.6840980797564987,-0.2640425817124853,-0.37780281832681106,0.0689681411553143,0.061245376857844654,2.794807255203644
282,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6918615640767185,-0.09868668972587973,-0.3997536295034239,0.044759201163392354,0.20170993463203093,-0.18543556405265063
283,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6813603214728284,-0.051069771766688574,-0.40098396584338003,0.03449548508248631,0.2835820320402318,-1.152395790303257
284,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7050593998983605,-0.051062789030001554,-0.359643553309084,0.04094363582252332,0.237900626252137,-0.9087471727732878
285,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.7594270973162656,-1.7103375736564232,0.47060861626175693,-0.17700242786961376,-2.553665998594998,-1.0887897632669605
286,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6846396821065808,-0.12380196450982496,-0.39212553464425415,0.04688617330142243,0.2011880654472694,0.2171596065759777
287,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6784431160981765,-0.11356927401897866,-0.3913372131028264,0.04365879564896426,0.23127300708140633,-0.024701836881383565
288,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6929237430335694,-0.07196261198209786,-0.40321328479410906,0.04079696601839538,0.22504409246043683,-0.6687238785648124
289,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5846154220466417,-0.256356527832097,-0.3706339004522696,0.034501455443916626,0.217659704561091,1.063629222544515
290,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6957327285884979,-0.07038515594315838,-0.39798109976092766,0.041314543574818084,0.22152584391549854,-0.6684754346769632
291,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.0004384394632357431,-0.5020067382965329,-0.11538491952943414,-0.08492776708781571,1.7122586359341097,-0.11774329366494551
292,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.392620719193693,-1.269395735963836,0.6625008836542706,-1.0789243317614927,-0.8953743012230138,-1.6085011377787228
293,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.1690336621554637,-1.106497009299621,0.05814312175594696,-0.0804239402100973,-1.6740539611155876,-0.22277866301128035
294,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6850485282162561,-0.084292703019746,-0.39747309715796864,0.040723678280681096,0.2390325384445856,-0.5078262146082066
295,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6925091733618933,-0.08088973488404513,-0.40182749550133806,0.04210640935100014,0.21757106333539572,-0.5076244589084935
296,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.39926792035096337,-0.336283280158602,-0.34674510737629033,-0.008445730598554775,0.5484841494230096,0.19100815228007034
297,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6705014858042745,-0.09359273889965553,-0.5017639908931928,0.03773061974504275,0.20835866737456757,-0.5513209460803684
298,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2.578588570578099,-0.15523901333998538,0.9162242198511107,1.1913187754528127,0.4208385199730343,-2.479315979629766
299,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.5070319112423373,-1.3847962465217014,0.26555678466470706,-0.14176242909549777,-1.6858107166130354,-0.7704124283750948
300,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2.7918846117659135,-1.8847994043635046,1.3993589361734011,0.7084281639692162,2.492200386647907,0.8338163335010806
301,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6656535183750232,-0.12279769896966768,-0.4932934007774812,0.04112804052368973,0.19683631127147067,-0.05202756741966493
302,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.040570454923921584,0.7542292132778459,-0.26217069387959896,-1.6175554349270147,0.08269794560409609,0.3418885639713128
303,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7277517731513118,-0.04785554806178523,-0.538598810306898,0.045222444357779334,0.06260624177231325,-0.9122929285677145
304,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.001539398618711664,-0.8921639064376027,0.014108140156180192,-0.05898573409338475,-1.282057310724536,-0.5677508358307392
305,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6667165796586827,-0.12170784330059363,-0.4798796457352423,0.04131887555563013,0.2030957216107782,-0.051646554398122574
306,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2.5783635533508797,-0.15041763858192003,0.9154799558105424,1.1906118870297158,0.424873791096401,-2.566309516351779
307,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.25099402028609175,-0.6328887156407409,0.03263276302590629,-0.12896304355668023,2.41894610497683,0.17341965201009055
308,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.383628656425762,-1.1506152021845442,0.6442173093220906,-1.0844205804506462,-0.10435206953256396,-1.6131664630803937
309,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.2165655520296391,0.2034833752235941,-0.3636961731224622,-0.8133865174127767,0.2831919682562761,0.2890549827504205
310,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4190227688989579,-1.1342833197593771,0.18599743705379937,-0.13679359300365543,-0.3268787415741186,-0.4315054895592818
311,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918227514077126,-1.5475685718959558,0.4995937286796513,-0.22192114158777973,-0.48005317733432645,-1.2406941814393677
312,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3.869562216692368,-0.342633314729445,1.5362550578484364,0.19754309806339523,2.2426222870059846,-1.178334056138991
313,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.21483047337900246,0.7644231238336456,-0.25793556166393,0.357662060228394,0.09580976099462596,0.14403893272173357
314,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6916765647045077,-0.09874617885012106,-0.39906817588776033,0.04472465932441052,0.202625501833108,-0.18542607194603042
315,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.23902376550370838,0.6757933025161592,-0.3111449344009102,0.3649955023672861,0.04059155238150572,1.5108909956139875
316,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6922787357339196,-0.08975791820229644,-0.4011302245672217,0.04345023534963697,0.20918259119622618,-0.34653464444633814
317,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.22117893999970226,0.23517510095986785,-0.2915640887165457,-0.8167248339505497,0.3478727269184604,-0.19218788604816223
318,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.55783379210827,-0.32392444970395345,-0.4159725460583473,0.037885422039603156,0.19767213148142318,2.0278661295065126
319,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2.428755740361335,-0.7932460109132102,0.9452234725273612,2.0105911029086045,0.8422243595771174,-0.3437414013922224
320,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.7298186381749565,-0.46053114510753534,0.6074935975084094,0.10961872585055665,0.906579111942396,0.7294006808305549
321,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7115324308593731,-0.06106827362284447,-0.3582478011987113,0.04422121821229858,0.20857755232555614,-0.6668193815593807
322,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6918830216358606,-0.09428314196057706,-0.39976399597063733,0.04406978572029242,0.20636213493771585,-0.265975889721391
323,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5919629907577993,-0.20061637243692193,-0.3826994096735569,0.027545962702035326,0.2479101372248617,0.09714119040632152
324,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.2376048870550534,0.7714851113797135,-0.2475375032013423,0.35066883732191506,0.17825168310717884,-0.1788134342580799
325,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2.8187425499172503,4.389865505792037,0.09039901262296929,-4.268162887033238,-0.7370097515188545,1.8590129409624465
326,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.3305567481383975,-1.7879900946602945,0.7489516194177661,-0.29002400704826253,0.6552908616000761,-0.2851347077881637
327,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6974614203512872,-0.24034548722146165,-0.38497355167701425,0.0686710153510361,0.04207148123682668,2.473020577504457
328,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.16793039384960087,-1.1056245192356562,0.06606547735407597,-0.08022324194101442,-1.6715404211377562,-0.2225338102689066
329,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.10873446166230576,0.838595135145226,-0.2746351452350023,0.3808758992064806,0.001431291467347239,0.42551618719166107
330,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.295380393424507,-1.052336244363671,0.5372746198753117,0.9622049496508875,-1.6449209792809438,-1.8638219894862587
331,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.040570454923921584,0.7542292132778459,-0.26217069387959896,-1.6175554349270147,0.08269794560409609,0.3418885639713128
332,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.4873488258332448,-1.4435533254099955,0.2932469802140474,-0.12717551427383486,-1.7908823513752814,0.5037214803229875
333,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.9064820408524126,-1.3226520656075451,0.8621259414756128,0.8584322782049436,0.8043085378504209,0.04725530136680988
334,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.08278212489327656,0.8330370276721437,-0.30154406776442133,-1.619224415829029,0.016044076843501565,-0.7606799024130284
335,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.6950495054280497,-0.2568645804828797,0.16689052779782776,-0.9826535328420685,2.701645583767959,0.36536385845633845
336,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6913211354936946,-0.10633234007468675,-0.39790227225007846,0.04583651607642183,0.19627718618109713,-0.04856305938315995
337,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.0478146756670854,-1.0485278020978208,0.4862439142768064,-1.013878010650158,-1.1016681873134804,-0.636639215924959
338,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0278809590509128,-1.4600691509099175,0.5473521116941983,-0.24201267673106064,1.376720511468582,0.4381304072780155
339,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6599908976314003,-0.1922561173310516,-0.4818361051492177,0.05068445374745878,0.1464326311799678,1.1803716818372343
340,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.19537802918516467,-0.6006496255152969,-0.1740865630799498,-0.029866393050493534,0.28239948116656644,1.2626884130069223
341,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.653830390396986,0.3511772163370293,0.019273756791902887,0.27699395315170283,-0.9626736900063498,-2.2697908985499002
342,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3.9941129135435713,0.2588004055252572,1.4743984891023838,-0.598548616122296,2.3876726026226094,-0.3382450700004319
343,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5883950673507534,-0.1933105824448155,-0.3772331842077096,0.025496420670603807,0.2698452425341013,-0.06395228073601229
344,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5886748396097797,-0.18013664187879896,-0.38052063064384134,0.02346947641327218,0.2811037666831695,-0.3056460129758604
345,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5851904207817518,-0.22999885488671065,-0.37715418517669236,0.03045040310181327,0.2401745400735976,0.5802437730792361
346,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1468495958658214,-0.6948138666129877,-0.08051180061865437,-0.04178359345794301,-0.86359761334776,-0.8665792792067059
347,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5687594608384666,-0.2577384358530679,-0.42951231796639305,0.030206028865105435,0.227462401814119,0.900408352530052
348,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.36405576507265336,0.32348234746729876,-0.3197469669319172,-0.7862138025788631,0.15102340814815032,0.14684222369328925
349,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.09241234681490547,0.9638212272818933,-0.405754528111556,0.3645396507785258,0.005701823596207049,-1.8322413410066793
350,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6800717989202595,-0.1656862110540506,-0.39543824684144074,0.05228273603253298,0.16794636140244432,0.9417546502251253
351,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6553611681731807,-0.09825005680255082,-0.4917282919213366,0.0345773393280265,0.25506399527768203,-0.5919707634755617
352,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.5348433460168035,-1.3961731316637356,0.3121445974951561,-0.14693029469550486,-1.5856542396479407,-0.7704025818855309
353,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.02987341599021235,0.9394271359724203,-0.4467904481347067,0.38445310388457987,-0.23376003859657316,-0.8641724347582164
354,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.34880245137404364,0.3365344892262159,-0.32561791268226226,-0.7922926131818984,0.20723774786394994,-0.23241253557858152
355,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6692391168323908,-0.12125438130637096,-0.49752395086051315,0.04179352616953319,0.18510257332731966,-0.051984263519423986
356,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6788605242995163,-0.10464035262070119,-0.39271297232762664,0.04234987324601336,0.23874562977643374,-0.18580088643301357
357,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8307887827554592,-0.5490294677324855,0.22893422093874807,1.035142233167596,-0.5859820242981749,-0.8994438618566468
358,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5854388054826206,-0.2385059289790942,-0.37342581778675227,0.031881512449131205,0.2326065869609231,0.7414296327418124
359,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6900084845952124,-0.10718707269113696,-0.40307495639221125,0.04559585280325474,0.19611035938435178,-0.048747623814803256
360,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6900123481494767,-0.10718462473779865,-0.40306130435525106,0.04559656184639472,0.1961098061879443,-0.048747120061198614
361,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.477816830227923,2.3848925532856464,-0.14780031189250506,3.8948054585812213,-0.5996951940396102,1.673925361491143
362,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.18758527621094462,0.1946168701251799,-0.3477472951725207,-0.8194505906080946,0.37062887600362965,0.20770608609978014
363,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.17344140896897398,0.322520959010368,-0.4234844725931892,1.2143197419490663,0.04600960037646947,1.3540299986647593
364,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.9138265287171355,0.010509083471953036,0.36865841387985115,0.09035517816681642,0.1263774769809782,0.40689292445216235
365,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.3674729755461772,0.32481489962909904,-0.32698686872151217,-0.7855781549098236,0.1377108748117595,0.14680297098511544
366,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.669330171418606,-0.12246548764653359,-0.49596856266187234,0.04201832177231293,0.18449065634597248,-0.0277080726983369
367,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.9746819678301588,-1.0447970775291493,0.446420747672728,-0.9846117415213727,-0.6401132748098006,2.0186806729606754
368,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.6692046212591183,-0.12127040956949815,-0.497510639123437,0.04178713588348392,0.18519727523826973,-0.051985367596046966
